id,J_id,J1,J2,Total_Freq,Case_Opps,Agree_Freq_By_Issue,Opps_By_Issue,issueArea,Year,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,G1,G2,ColorValue
3867,78_88,78,88,56,108,21,38,8,1953,HLBlack,FDR,D,D,TCClark,Truman,D,D,1,1,1
3868,78_88,78,88,56,108,11,25,1,1953,HLBlack,FDR,D,D,TCClark,Truman,D,D,1,1,1
3869,78_88,78,88,56,108,0,0,14,1953,HLBlack,FDR,D,D,TCClark,Truman,D,D,1,1,1
3870,78_88,78,88,56,108,4,6,7,1953,HLBlack,FDR,D,D,TCClark,Truman,D,D,1,1,1
3871,78_89,78,89,57,108,0,0,13,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3872,78_89,78,89,57,108,0,0,14,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3873,78_89,78,89,57,108,3,3,12,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3874,78_89,78,89,57,108,1,1,4,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3875,78_89,78,89,57,108,16,25,1,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3876,78_89,78,89,57,108,3,8,2,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3877,78_89,78,89,57,108,1,7,3,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3878,78_89,78,89,57,108,23,38,8,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3879,78_89,78,89,57,108,0,0,5,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3880,78_89,78,89,57,108,1,1,6,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3881,78_89,78,89,57,108,2,6,7,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3882,78_89,78,89,57,108,5,10,9,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3883,78_89,78,89,57,108,2,8,10,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3884,78_89,78,89,57,108,0,0,11,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3885,78_89,78,89,57,108,0,1,15,1953,HLBlack,FDR,D,D,SMinton,Truman,D,D,1,1,1
3886,78_90,78,90,60,108,29,38,8,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3887,78_90,78,90,60,108,6,10,9,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3888,78_90,78,90,60,108,2,8,10,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3889,78_90,78,90,60,108,0,0,11,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3890,78_90,78,90,60,108,2,3,12,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3891,78_90,78,90,60,108,0,1,4,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3892,78_90,78,90,60,108,0,1,15,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3893,78_90,78,90,60,108,9,25,1,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3894,78_90,78,90,60,108,2,7,3,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3895,78_90,78,90,60,108,0,0,14,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3896,78_90,78,90,60,108,0,0,5,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3897,78_90,78,90,60,108,1,1,6,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3898,78_90,78,90,60,108,4,6,7,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3899,78_90,78,90,60,108,0,0,13,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3900,78_90,78,90,60,108,5,8,2,1953,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3901,79_80,79,80,72,108,1,1,4,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3902,79_80,79,80,72,108,0,0,5,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3903,79_80,79,80,72,108,0,1,6,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3904,79_80,79,80,72,108,5,6,7,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3905,79_80,79,80,72,108,27,38,8,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3906,79_80,79,80,72,108,5,10,9,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3907,79_80,79,80,72,108,6,8,10,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3908,79_80,79,80,72,108,0,0,11,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3909,79_80,79,80,72,108,2,3,12,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3910,79_80,79,80,72,108,0,0,13,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3911,79_80,79,80,72,108,14,25,1,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3912,79_80,79,80,72,108,6,8,2,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3913,79_80,79,80,72,108,6,7,3,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3914,79_80,79,80,72,108,0,0,14,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3915,79_80,79,80,72,108,0,1,15,1953,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
3916,79_81,79,81,48,108,0,1,6,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3917,79_81,79,81,48,108,1,6,7,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3918,79_81,79,81,48,108,18,38,8,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3919,79_81,79,81,48,108,0,0,5,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3920,79_81,79,81,48,108,11,25,1,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3921,79_81,79,81,48,108,3,8,2,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3922,79_81,79,81,48,108,0,0,11,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3923,79_81,79,81,48,108,6,10,9,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3924,79_81,79,81,48,108,1,3,12,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3925,79_81,79,81,48,108,0,0,13,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3926,79_81,79,81,48,108,2,7,3,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3927,79_81,79,81,48,108,1,1,4,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3928,79_81,79,81,48,108,0,0,14,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3929,79_81,79,81,48,108,5,8,10,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3930,79_81,79,81,48,108,0,1,15,1953,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
3931,79_84,79,84,61,108,0,0,5,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3932,79_84,79,84,61,108,4,10,9,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3933,79_84,79,84,61,108,0,1,6,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3934,79_84,79,84,61,108,10,25,1,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3935,79_84,79,84,61,108,6,8,2,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3936,79_84,79,84,61,108,3,7,3,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3937,79_84,79,84,61,108,6,6,7,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3938,79_84,79,84,61,108,1,1,4,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3939,79_84,79,84,61,108,0,0,13,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3940,79_84,79,84,61,108,3,8,10,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3941,79_84,79,84,61,108,0,0,11,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3942,79_84,79,84,61,108,27,38,8,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3943,79_84,79,84,61,108,0,0,14,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3944,79_84,79,84,61,108,0,1,15,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3945,79_84,79,84,61,108,1,3,12,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
3946,79_86,79,86,89,108,8,8,2,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3947,79_86,79,86,89,108,0,0,5,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3948,79_86,79,86,89,108,8,10,9,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3949,79_86,79,86,89,108,1,1,6,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3950,79_86,79,86,89,108,32,38,8,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3951,79_86,79,86,89,108,0,0,14,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3952,79_86,79,86,89,108,0,0,11,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3953,79_86,79,86,89,108,6,6,7,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3954,79_86,79,86,89,108,0,0,13,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3955,79_86,79,86,89,108,1,1,4,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3956,79_86,79,86,89,108,17,25,1,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3957,79_86,79,86,89,108,0,1,15,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3958,79_86,79,86,89,108,6,7,3,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3959,79_86,79,86,89,108,7,8,10,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3960,79_86,79,86,89,108,3,3,12,1953,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
3961,79_88,79,88,72,108,12,25,1,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3962,79_88,79,88,72,108,4,7,3,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3963,79_88,79,88,72,108,1,1,4,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3964,79_88,79,88,72,108,0,0,5,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3965,79_88,79,88,72,108,0,1,6,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3966,79_88,79,88,72,108,6,6,7,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3967,79_88,79,88,72,108,26,38,8,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3968,79_88,79,88,72,108,0,0,13,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3969,79_88,79,88,72,108,0,0,14,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3970,79_88,79,88,72,108,6,8,2,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3971,79_88,79,88,72,108,3,3,12,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3972,79_88,79,88,72,108,0,1,15,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3973,79_88,79,88,72,108,7,10,9,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3974,79_88,79,88,72,108,7,8,10,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3975,79_88,79,88,72,108,0,0,11,1953,SFReed,FDR,D,D,TCClark,Truman,D,D,1,1,1
3976,79_89,79,89,75,108,12,25,1,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3977,79_89,79,89,75,108,6,7,3,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3978,79_89,79,89,75,108,1,1,4,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3979,79_89,79,89,75,108,8,8,2,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3980,79_89,79,89,75,108,0,0,14,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3981,79_89,79,89,75,108,0,0,11,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3982,79_89,79,89,75,108,27,38,8,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3983,79_89,79,89,75,108,0,0,13,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3984,79_89,79,89,75,108,0,0,5,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3985,79_89,79,89,75,108,0,1,6,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3986,79_89,79,89,75,108,3,3,12,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3987,79_89,79,89,75,108,0,1,15,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3988,79_89,79,89,75,108,7,10,9,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3989,79_89,79,89,75,108,7,8,10,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3990,79_89,79,89,75,108,4,6,7,1953,SFReed,FDR,D,D,SMinton,Truman,D,D,1,1,1
3991,79_90,79,90,69,108,7,7,3,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3992,79_90,79,90,69,108,0,1,15,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3993,79_90,79,90,69,108,10,25,1,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3994,79_90,79,90,69,108,6,8,2,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3995,79_90,79,90,69,108,0,1,6,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3996,79_90,79,90,69,108,6,6,7,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3997,79_90,79,90,69,108,25,38,8,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3998,79_90,79,90,69,108,7,10,9,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
3999,79_90,79,90,69,108,6,8,10,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4000,79_90,79,90,69,108,0,0,11,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4001,79_90,79,90,69,108,2,3,12,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4002,79_90,79,90,69,108,0,0,13,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4003,79_90,79,90,69,108,0,0,14,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4004,79_90,79,90,69,108,0,1,4,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4005,79_90,79,90,69,108,0,0,5,1953,SFReed,FDR,D,D,EWarren,Eisenhower,R,R,1,1,0
4006,80_81,80,81,57,108,5,8,2,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4007,80_81,80,81,57,108,16,25,1,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4008,80_81,80,81,57,108,0,0,14,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4009,80_81,80,81,57,108,0,1,15,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4010,80_81,80,81,57,108,3,7,3,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4011,80_81,80,81,57,108,1,1,4,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4012,80_81,80,81,57,108,0,0,5,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4013,80_81,80,81,57,108,1,1,6,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4014,80_81,80,81,57,108,2,6,7,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4015,80_81,80,81,57,108,19,38,8,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4016,80_81,80,81,57,108,3,10,9,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4017,80_81,80,81,57,108,5,8,10,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4018,80_81,80,81,57,108,0,0,11,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4019,80_81,80,81,57,108,2,3,12,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4020,80_81,80,81,57,108,0,0,13,1953,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
4021,80_84,80,84,74,108,9,10,9,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4022,80_84,80,84,74,108,16,25,1,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4023,80_84,80,84,74,108,0,0,14,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4024,80_84,80,84,74,108,1,1,6,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4025,80_84,80,84,74,108,0,0,5,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4026,80_84,80,84,74,108,5,6,7,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4027,80_84,80,84,74,108,29,38,8,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4028,80_84,80,84,74,108,3,8,10,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4029,80_84,80,84,74,108,0,0,11,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4030,80_84,80,84,74,108,2,3,12,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4031,80_84,80,84,74,108,0,0,13,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4032,80_84,80,84,74,108,2,7,3,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4033,80_84,80,84,74,108,0,1,15,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4034,80_84,80,84,74,108,6,8,2,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4035,80_84,80,84,74,108,1,1,4,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,1,1,1
4036,80_86,80,86,84,108,0,0,5,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4037,80_86,80,86,84,108,0,1,6,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4038,80_86,80,86,84,108,7,10,9,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4039,80_86,80,86,84,108,0,0,13,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4040,80_86,80,86,84,108,7,8,10,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4041,80_86,80,86,84,108,0,0,11,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4042,80_86,80,86,84,108,2,3,12,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4043,80_86,80,86,84,108,5,7,3,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4044,80_86,80,86,84,108,0,0,14,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4045,80_86,80,86,84,108,0,1,15,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4046,80_86,80,86,84,108,6,8,2,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4047,80_86,80,86,84,108,29,38,8,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4048,80_86,80,86,84,108,1,1,4,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4049,80_86,80,86,84,108,5,6,7,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4050,80_86,80,86,84,108,22,25,1,1953,FFrankfurter,FDR,D,I,HHBurton,Truman,D,R,1,1,1
4051,80_88,80,88,79,108,8,10,9,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4052,80_88,80,88,79,108,0,1,15,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4053,80_88,80,88,79,108,3,7,3,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4054,80_88,80,88,79,108,1,1,4,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4055,80_88,80,88,79,108,5,6,7,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4056,80_88,80,88,79,108,26,38,8,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4057,80_88,80,88,79,108,7,8,10,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4058,80_88,80,88,79,108,0,1,6,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4059,80_88,80,88,79,108,0,0,11,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4060,80_88,80,88,79,108,2,3,12,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4061,80_88,80,88,79,108,0,0,13,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4062,80_88,80,88,79,108,19,25,1,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4063,80_88,80,88,79,108,8,8,2,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4064,80_88,80,88,79,108,0,0,5,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4065,80_88,80,88,79,108,0,0,14,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,1,1,1
4066,80_89,80,89,77,108,1,1,4,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4067,80_89,80,89,77,108,0,0,5,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4068,80_89,80,89,77,108,8,10,9,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4069,80_89,80,89,77,108,7,8,10,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4070,80_89,80,89,77,108,32,38,8,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4071,80_89,80,89,77,108,0,1,15,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4072,80_89,80,89,77,108,12,25,1,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4073,80_89,80,89,77,108,6,8,2,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4074,80_89,80,89,77,108,5,7,3,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4075,80_89,80,89,77,108,1,1,6,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4076,80_89,80,89,77,108,2,3,12,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4077,80_89,80,89,77,108,0,0,14,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4078,80_89,80,89,77,108,3,6,7,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4079,80_89,80,89,77,108,0,0,13,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4080,80_89,80,89,77,108,0,0,11,1953,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,1,1,1
4081,80_90,80,90,77,108,6,7,3,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4082,80_90,80,90,77,108,0,1,15,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4083,80_90,80,90,77,108,1,1,6,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4084,80_90,80,90,77,108,8,8,2,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4085,80_90,80,90,77,108,0,0,11,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4086,80_90,80,90,77,108,5,10,9,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4087,80_90,80,90,77,108,17,25,1,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4088,80_90,80,90,77,108,0,0,14,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4089,80_90,80,90,77,108,6,8,10,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4090,80_90,80,90,77,108,2,3,12,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4091,80_90,80,90,77,108,0,0,13,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4092,80_90,80,90,77,108,0,0,5,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4093,80_90,80,90,77,108,0,1,4,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4094,80_90,80,90,77,108,27,38,8,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4095,80_90,80,90,77,108,5,6,7,1953,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,1,1,0
4096,81_84,81,84,48,108,5,8,2,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4097,81_84,81,84,48,108,4,7,3,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4098,81_84,81,84,48,108,1,1,4,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4099,81_84,81,84,48,108,9,25,1,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4100,81_84,81,84,48,108,1,6,7,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4101,81_84,81,84,48,108,0,0,11,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4102,81_84,81,84,48,108,3,3,12,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
4103,81_84,81,84,48,108,0,0,13,1953,WODouglas,FDR,D,D,RHJackson,FDR,D,D,1,1,1
